2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Col ('Field', 'Type', 'Null', 'Key', 'Default', 'Extra')
2012-01-13 05:55:23     INFO [sqlalchemy.engine.base.Engine.0x...d610] DESCRIBE `endpoint_templates`
2012-01-13 05:55:23     INFO [sqlalchemy.engine.base.Engine.0x...d610] ()
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Col ('Field', 'Type', 'Null', 'Key', 'Default', 'Extra')
2012-01-13 05:55:23     INFO [sqlalchemy.engine.base.Engine.0x...d610] DESCRIBE `credentials`
2012-01-13 05:55:23     INFO [sqlalchemy.engine.base.Engine.0x...d610] ()
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Col ('Field', 'Type', 'Null', 'Key', 'Default', 'Extra')
2012-01-13 05:55:23     INFO [sqlalchemy.engine.base.Engine.0x...d610] DESCRIBE `endpoints`
2012-01-13 05:55:23     INFO [sqlalchemy.engine.base.Engine.0x...d610] ()
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Col ('Field', 'Type', 'Null', 'Key', 'Default', 'Extra')
2012-01-13 05:55:23     INFO [sqlalchemy.engine.base.Engine.0x...d610] DESCRIBE `user_roles`
2012-01-13 05:55:23     INFO [sqlalchemy.engine.base.Engine.0x...d610] ()
2012-01-13 05:55:23    DEBUG [sqlalchemy.engine.base.Engine.0x...d610] Col ('Field', 'Type', 'Null', 'Key', 'Default', 'Extra')
2012-01-13 05:55:23    DEBUG [routes.middleware] Initialized with method overriding = True, and path info altering = True
